EncouragingDiscouraging,ExpertiseScale,PosterTone,RespectfulDisrespectful,gender,speakerhidden,talkid
Discouraging,No degree,Negative,Neutral,female,"<br><span class=""highlighted"" data-timestamp=""1518887013305"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">sarah is talented, engaging and naive</span>. <span class=""highlighted"" data-timestamp=""1518887025484"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">in 30 years sarah, after</span> you have carried and birthed a daughter, loved her, laughed with her, cried with her, feared for her, celebrated her, failed her, cremated her, sprinkled her ashes and lived with that grief,<span class=""highlighted"" data-timestamp=""1518887028702"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true""> then i will listen</span>.",1232
Encouraging,No degree,Positive,Respectful,female,"<br><span class=""highlighted"" data-timestamp=""1518887041007"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">i feel so proud of monica.  she is a beautiful example of post traumatic growth.</span>  i hope her example will encourage and strengthen those she is advocating for.  <span class=""highlighted"" data-timestamp=""1518887047810"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">well deserved standing o</span>.",234
Encouraging,No degree,Positive,Respectful,female,"<br>an event and an act like this is wasted on the young.  i am glad that <span class=""highlighted"" data-timestamp=""1518887065807"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">she - at over age 60 - has real perspective to bring to her accomplishment.  bravo zulu.</span>",526
Discouraging,No degree,Negative,Disrespectful,female,"you know this looks like a re-invention of obama's teleprompter.  i bet it works great under sun light.  and what's with the toilet paper example?  the most ""environment responsible"" toilet paper is your hand.",1691
Discouraging,No degree,None,Respectful,female,"your words worthy to spend more than those 20 minutes, perception eh ? i guess the idea of accepting our vulnerabilities and exposing them to others or to outside might give more risk than a relief. that is something am struggling with these days....",1287
Encouraging,No degree,Positive,Respectful,female,"<br><span class=""highlighted"" data-timestamp=""1518887131296"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">well done. brilliantly spoken</span>, and i hope the cyber bullies realise how much their insidious comments destroy lives. <span class=""highlighted"" data-timestamp=""1518887134512"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">you have my respect monica</span>",234
Encouraging,No degree,Positive,Respectful,female,"<br>it's incredible to <span class=""highlighted"" data-timestamp=""1518887163857"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">see that she has apparently recovered completely after the horrendous incident</span>. kudos to the senior citizens for a job well done. if only we could benefit from their wisdom in many many more ways. also, <span class=""highlighted"" data-timestamp=""1518887168179"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">ramona's personal strength and will power stands out to be equally amazing</span>.",1047
Discouraging,No degree,Negative,Disrespectful,female,"<br>wow <span class=""highlighted"" data-timestamp=""1518887209334"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">that's hypocrisy!</span> she mentions that they sterilized women without their consent and how that was unfair. but she says it's ok when women lie about contraceptive use :-d  way to go ted!! i can't believe you ridicule yourselves by posting talks like this.",964
Encouraging,No degree,Strongly Positive,Respectful,female,"<br><span class=""highlighted"" data-timestamp=""1518887226976"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">charity i'm jealous of your passion!</span> <span class=""highlighted"" data-timestamp=""1518887230156"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">you have an amazing drive and intensity that i very much admire</span>.",1274
Encouraging,No degree,Positive,Respectful,female,"<br>probably one good turn was blessed with the     another. <span class=""highlighted"" data-timestamp=""1518887247236"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">how meekly she puts it</span>. waiting list is not a phenomenon. in our country , there is no waiting list. you have money you do it if no then forget it.",1961
Encouraging,No degree,Positive,Respectful,female,"<br><span class=""highlighted"" data-timestamp=""1518887264907"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">how great she is. she is respected and her value was proven without threat or the force of sword. she did it by showing how she has lived.</span> i wish there would be more opportunities to talk something like this.",2001
Encouraging,No degree,Positive,Respectful,female,this is amazing. some time back i saw an article in; ted about letting blind drivers drive http://www.ted.com/talks/dennis_hong_making_a_car_for_blind_drivers.html  it will be great if you can cross use your technology with dr dennis hongs sensors used to let blind people drive  all the best,1382
Encouraging,No degree,Positive,Respectful,female,"<br><span class=""highlighted"" data-timestamp=""1518887297396"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">wow monica, i am so glad to see that ""that woman"" is a victim no longer!</span> <span class=""highlighted"" data-timestamp=""1518887301921"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">bless you</span> for finding the courage to be <span class=""highlighted"" data-timestamp=""1518887309167"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">that woman that i see today that i sure admire! bless your heart! the world needs your message</span>. see you at homecoming sometime, go pios!",234
Encouraging,No degree,Positive,Respectful,female,"<br>...<span class=""highlighted"" data-timestamp=""1518887326449"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">thank you very much</span>...people really need to understand their home...many complete their journey in wandering for the things but unable to ascertain what is their home...where is it???",443
